NCM,Descrição,Grupo/Subgrupo NCM,Grupo Beneficiado,PIS,COFINS,Incidência,Aplicação,Fundamentação,Outras Alíquotas,CST 02,CST 03,CST 04,Condição,Imagem
3002.20.22,Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Contra a poliomielite,Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.20.23,Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Contra a hepatite B,Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.20.24,Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Contra o sarampo,Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.20.25,Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Contra a meningite,Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.20.26,"Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Contra a rubéola, sarampo e caxumba (tríplice)",Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.20.27,Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Outras tríplices,Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.20.28,Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Anticatarral e antipiogênico,Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.20.29,Vacinas para medicina humana apresentadas em doses ou acondicionadas para venda a retalho - Outras,Produtos farmacêuticos,Produtos farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso V)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.90.20,Antitoxinas de origem microbiana,"subgrupo: outros/ Grupo: Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico; antisoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso III)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.90.92,Para a saúde humana,"subgrupo: outros/ Grupo: Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico; antisoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso III)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3002.90.99,Outros,"subgrupo: outros/ Grupo: Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico; antisoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso III)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.10.11,"Ampicilina ou seus sais (subgrupo: medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho)","medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.10.12,"Amoxicilina ou seus sais (subgrupo: medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico)","medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.10.13,"Penicilina G benzatínica (subgrupo: medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico)","medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.10.14,"Penicilina G potássica (subgrupo: medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho)","medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.10.15,"Penicilina G procaínica (subgrupo: medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho)","medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.10.19,"Outros (subgrupo: medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho)","medicamentos que contenham penicilinas ou seus derivados, com estrutura de ácido penicilânico, constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.10.20,Que contenham estreptomicinas ou seus derivados,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, preparados para fins terapêuticos ou profiláticos, mas não apresentados em doses nem acondicionados para venda a retalho.)",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.20.11,"Cloranfenicol, seu palmitato, seu succinato ou seu hemissuccinato","medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham anfenicóis ou seus derivados",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
3003.20.19,Outros,"medicamentos (exceto 30.02, 30.05 ou 30.06) constituídos por produtos misturados entre si, para fins terapêuticos ou profiláticos, não apresentados em doses nem acondicionados para venda a retalho. Que contenham anfenicóis ou seus derivados",Produtos Farmacêuticos,"2,10%","9,90%",Monofásica,Pessoas jurídicas que procedam à industrialização ou à importação deste produto,"Lei 10.147/2000, art. 1º , Inciso I, ""a""","MERCADO INTERNO: São reduzidas a zero as alíquotas da contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita bruta decorrente da venda deste produto, pelas pessoas jurídicas não enquadradas na condição de industrial ou de de importador, para as pessoas jurídicas optantes pelo Simples Nacional é permitida a segregação de receitas de forma que serão desconsiderados no cálculo do valor devido no âmbito do Simples Nacional os percentuais a elas correspondentes (Lei 10.147/2000, art. 2º e Resolução CGSN 140/18, art. 25 § 6º). IMPORTADOR: Ficam reduzidas a zero as alíquotas da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação, incidentes sobre a operação de importação deste produto farmacêutico (Decreto 6.426/2008, art. 2º, inciso IV)",02 - Operação Tributada com alíquota diferenciada (quando for alíquota majorada incidente sobre o faturamento do industrial ou importador),"04 - Operação tributável monofásica - Alíquota Zero (quando a revenda for realizada por pessoas jurídicas não enquadradas na condição de industrial ou de importador - Lei 10.147/2000, art. 2º)",,,
